Formatted Date,Temperature (C),Humidity
2008-07-04 08:00:00.000 +0200,23.63,0.56
2008-07-04 09:00:00.000 +0200,24.84,0.59
2008-07-04 10:00:00.000 +0200,25.95,0.55
2008-07-04 11:00:00.000 +0200,26.01,0.55
2008-07-04 12:00:00.000 +0200,27.06,0.48
2008-07-04 13:00:00.000 +0200,26.11,0.47
2008-07-04 14:00:00.000 +0200,27.44,0.44
2008-07-04 15:00:00.000 +0200,27.13,0.42
2008-07-04 16:00:00.000 +0200,27.78,0.4
2008-07-04 17:00:00.000 +0200,27.67,0.4
2008-07-04 18:00:00.000 +0200,27.17,0.41
2008-07-04 19:00:00.000 +0200,26.04,0.42
2008-07-04 20:00:00.000 +0200,23.96,0.5
2008-07-04 21:00:00.000 +0200,22.76,0.53
2008-07-04 22:00:00.000 +0200,22.08,0.56
2008-07-04 23:00:00.000 +0200,20.99,0.6
2008-07-05 00:00:00.000 +0200,20.97,0.6
2008-07-05 01:00:00.000 +0200,19.39,0.68
2008-07-05 02:00:00.000 +0200,14.57,0.69
2008-07-05 03:00:00.000 +0200,17.80,0.73
2008-07-05 04:00:00.000 +0200,17.29,0.75
2008-07-05 05:00:00.000 +0200,17.01,0.78
2008-07-05 06:00:00.000 +0200,17.78,0.73
2008-07-05 07:00:00.000 +0200,18.82,0.65
2008-07-05 08:00:00.000 +0200,20.01,0.63
2008-07-05 09:00:00.000 +0200,21.12,0.57
2008-07-05 10:00:00.000 +0200,22.71,0.51
2008-07-05 11:00:00.000 +0200,25.45,0.37
2008-07-05 12:00:00.000 +0200,26.04,0.31
2008-07-05 13:00:00.000 +0200,27.08,0.27
2008-07-05 14:00:00.000 +0200,27.39,0.27
2008-07-05 15:00:00.000 +0200,27.59,0.27
2008-07-05 16:00:00.000 +0200,27.66,0.27
2008-07-05 17:00:00.000 +0200,27.07,0.29
2008-07-05 18:00:00.000 +0200,26.06,0.27
2008-07-05 19:00:00.000 +0200,24.69,0.3
2008-07-05 20:00:00.000 +0200,23.71,0.34
2008-07-05 21:00:00.000 +0200,17.88,0.47
2008-07-05 22:00:00.000 +0200,17.27,0.51
2008-07-05 23:00:00.000 +0200,15.89,0.58
2008-07-06 00:00:00.000 +0200,15.03,0.61
2008-07-06 01:00:00.000 +0200,14.43,0.65
2008-07-06 02:00:00.000 +0200,18.11,0.59
2008-07-06 03:00:00.000 +0200,15.33,0.61
2008-07-06 04:00:00.000 +0200,13.18,0.73
2008-07-06 05:00:00.000 +0200,12.87,0.73
2008-07-06 06:00:00.000 +0200,13.76,0.73
2008-07-06 07:00:00.000 +0200,17.56,0.61
2008-07-06 08:00:00.000 +0200,20.79,0.51
2008-07-06 09:00:00.000 +0200,22.73,0.44
2008-07-06 10:00:00.000 +0200,23.86,0.37
2008-07-06 11:00:00.000 +0200,24.91,0.35
2008-07-06 12:00:00.000 +0200,27.11,0.3
2008-07-06 13:00:00.000 +0200,27.17,0.29
2008-07-06 14:00:00.000 +0200,27.57,0.27
2008-07-06 15:00:00.000 +0200,27.82,0.27
2008-07-06 16:00:00.000 +0200,27.80,0.27
2008-07-06 17:00:00.000 +0200,28.78,0.28
2008-07-06 18:00:00.000 +0200,27.82,0.28
2008-07-06 19:00:00.000 +0200,27.24,0.34
2008-07-06 20:00:00.000 +0200,24.22,0.44
2008-07-06 21:00:00.000 +0200,21.20,0.57
2008-07-06 22:00:00.000 +0200,21.02,0.54
2008-07-06 23:00:00.000 +0200,19.19,0.6
2008-07-07 00:00:00.000 +0200,17.84,0.67
2008-07-07 01:00:00.000 +0200,18.33,0.61
2008-07-07 02:00:00.000 +0200,19.66,0.72
2008-07-07 03:00:00.000 +0200,17.82,0.63
2008-07-07 04:00:00.000 +0200,17.31,0.65
2008-07-07 05:00:00.000 +0200,16.83,0.68
2008-07-07 06:00:00.000 +0200,17.16,0.68
2008-07-07 07:00:00.000 +0200,18.87,0.62
2008-07-07 08:00:00.000 +0200,22.07,0.54
2008-07-07 09:00:00.000 +0200,24.93,0.45
2008-07-07 10:00:00.000 +0200,26.11,0.44
2008-07-07 11:00:00.000 +0200,29.59,0.42
2008-07-07 12:00:00.000 +0200,31.07,0.38
2008-07-07 13:00:00.000 +0200,32.20,0.35
2008-07-07 14:00:00.000 +0200,33.47,0.33
2008-07-07 15:00:00.000 +0200,33.79,0.32
2008-07-07 16:00:00.000 +0200,33.87,0.32
2008-07-07 17:00:00.000 +0200,32.81,0.34
2008-07-07 18:00:00.000 +0200,32.80,0.32
2008-07-07 19:00:00.000 +0200,31.06,0.38
2008-07-07 20:00:00.000 +0200,28.88,0.44
2008-07-07 21:00:00.000 +0200,27.38,0.48
2008-07-07 22:00:00.000 +0200,26.78,0.52
2008-07-07 23:00:00.000 +0200,25.72,0.55
2008-07-08 00:00:00.000 +0200,22.59,0.69
2008-07-08 01:00:00.000 +0200,20.83,0.81
2008-07-08 02:00:00.000 +0200,14.70,0.87
2008-07-08 03:00:00.000 +0200,17.11,0.9
2008-07-08 04:00:00.000 +0200,16.07,0.87
2008-07-08 05:00:00.000 +0200,16.16,0.88
2008-07-08 06:00:00.000 +0200,16.09,0.81
2008-07-08 07:00:00.000 +0200,17.16,0.76
2008-07-08 08:00:00.000 +0200,17.65,0.79
2008-07-08 09:00:00.000 +0200,20.99,0.68
2008-07-08 10:00:00.000 +0200,22.16,0.55
2008-07-08 11:00:00.000 +0200,21.00,0.61
2008-07-08 12:00:00.000 +0200,22.82,0.57
2008-07-08 13:00:00.000 +0200,25.90,0.4
2008-07-08 14:00:00.000 +0200,25.76,0.37
2008-07-08 15:00:00.000 +0200,26.92,0.33
2008-07-08 16:00:00.000 +0200,26.92,0.3
2008-07-08 17:00:00.000 +0200,26.78,0.31
2008-07-08 18:00:00.000 +0200,24.88,0.34
2008-07-08 19:00:00.000 +0200,22.71,0.42
2008-07-08 20:00:00.000 +0200,21.14,0.52
2008-07-08 21:00:00.000 +0200,19.79,0.62
2008-07-08 22:00:00.000 +0200,19.22,0.66
2008-07-08 23:00:00.000 +0200,17.67,0.7
2008-07-09 00:00:00.000 +0200,15.99,0.81
2008-07-09 01:00:00.000 +0200,15.97,0.79
2008-07-09 02:00:00.000 +0200,17.67,0.63
2008-07-09 03:00:00.000 +0200,13.36,0.9
2008-07-09 04:00:00.000 +0200,13.33,0.86
2008-07-09 05:00:00.000 +0200,12.52,0.9
2008-07-09 06:00:00.000 +0200,14.88,0.78
2008-07-09 07:00:00.000 +0200,17.08,0.72
2008-07-09 08:00:00.000 +0200,19.62,0.59
2008-07-09 09:00:00.000 +0200,22.02,0.5
2008-07-09 10:00:00.000 +0200,23.71,0.39
2008-07-09 11:00:00.000 +0200,23.71,0.39
2008-07-09 12:00:00.000 +0200,24.91,0.34
2008-07-09 13:00:00.000 +0200,24.91,0.31
2008-07-09 14:00:00.000 +0200,25.87,0.3
2008-07-09 15:00:00.000 +0200,25.99,0.3
2008-07-09 16:00:00.000 +0200,26.06,0.28
2008-07-09 17:00:00.000 +0200,25.92,0.28
2008-07-09 18:00:00.000 +0200,24.91,0.32
2008-07-09 19:00:00.000 +0200,24.86,0.32
2008-07-09 20:00:00.000 +0200,22.36,0.39
2008-07-09 21:00:00.000 +0200,17.98,0.56
2008-07-09 22:00:00.000 +0200,18.89,0.51
2008-07-09 23:00:00.000 +0200,18.18,0.57
2008-06-01 00:00:00.000 +0200,19.78,0.69
2008-06-01 01:00:00.000 +0200,17.69,0.81
2008-06-01 02:00:00.000 +0200,15.14,0.77
2008-06-01 03:00:00.000 +0200,18.74,0.78
2008-06-01 04:00:00.000 +0200,17.63,0.81
2008-06-01 05:00:00.000 +0200,17.72,0.78
2008-06-01 06:00:00.000 +0200,17.65,0.78
2008-06-01 07:00:00.000 +0200,19.80,0.69
2008-06-01 08:00:00.000 +0200,21.84,0.66
2008-06-01 09:00:00.000 +0200,23.75,0.58
2008-06-01 10:00:00.000 +0200,26.97,0.39
2008-06-01 11:00:00.000 +0200,27.08,0.41
2008-06-01 12:00:00.000 +0200,27.44,0.42
2008-06-01 13:00:00.000 +0200,28.61,0.34
2008-06-01 14:00:00.000 +0200,28.57,0.35
2008-06-01 15:00:00.000 +0200,28.82,0.4
2008-06-01 16:00:00.000 +0200,27.82,0.48
2008-06-01 17:00:00.000 +0200,26.42,0.54
2008-06-01 18:00:00.000 +0200,25.16,0.61
2008-06-01 19:00:00.000 +0200,24.00,0.66
2008-06-01 20:00:00.000 +0200,23.03,0.68
2008-06-01 21:00:00.000 +0200,21.06,0.79
2008-06-01 22:00:00.000 +0200,20.92,0.72
2008-06-01 23:00:00.000 +0200,19.57,0.68
2008-06-10 00:00:00.000 +0200,17.18,0.84
2008-06-10 01:00:00.000 +0200,17.59,0.84
2008-06-10 02:00:00.000 +0200,15.44,0.89
2008-06-10 03:00:00.000 +0200,15.51,0.9
2008-06-10 04:00:00.000 +0200,15.49,0.87
2008-06-10 05:00:00.000 +0200,14.38,0.9
2008-06-10 06:00:00.000 +0200,17.07,0.87
2008-06-10 07:00:00.000 +0200,19.80,0.78
2008-06-10 08:00:00.000 +0200,22.45,0.67
2008-06-10 09:00:00.000 +0200,24.84,0.55
2008-06-10 10:00:00.000 +0200,25.99,0.54
2008-06-10 11:00:00.000 +0200,26.88,0.48
2008-06-10 12:00:00.000 +0200,27.71,0.41
2008-06-10 13:00:00.000 +0200,28.71,0.38
2008-06-10 14:00:00.000 +0200,26.34,0.51
2008-06-10 15:00:00.000 +0200,24.19,0.53
2008-06-10 16:00:00.000 +0200,27.31,0.5
2008-06-10 17:00:00.000 +0200,25.23,0.59
2008-06-10 18:00:00.000 +0200,25.21,0.6
2008-06-10 19:00:00.000 +0200,26.21,0.57
2008-06-10 20:00:00.000 +0200,22.83,0.71
2008-06-10 21:00:00.000 +0200,19.12,0.88
2008-06-10 22:00:00.000 +0200,17.92,0.89
2008-06-10 23:00:00.000 +0200,18.13,0.91
2008-06-11 00:00:00.000 +0200,16.67,0.9
2008-06-11 01:00:00.000 +0200,16.67,0.9
2008-06-11 02:00:00.000 +0200,16.34,0.88
2008-06-11 03:00:00.000 +0200,15.51,0.93
2008-06-11 04:00:00.000 +0200,15.44,0.93
2008-06-11 05:00:00.000 +0200,14.21,0.95
2008-06-11 06:00:00.000 +0200,17.11,0.93
2008-06-11 07:00:00.000 +0200,19.87,0.84
2008-06-11 08:00:00.000 +0200,22.11,0.74
2008-06-11 09:00:00.000 +0200,23.96,0.68
2008-06-11 10:00:00.000 +0200,26.14,0.54
2008-06-11 11:00:00.000 +0200,27.09,0.5
2008-06-11 12:00:00.000 +0200,27.24,0.51
2008-06-11 13:00:00.000 +0200,27.27,0.51
2008-06-11 14:00:00.000 +0200,27.85,0.5
2008-06-11 15:00:00.000 +0200,27.19,0.47
2008-06-11 16:00:00.000 +0200,27.75,0.43
2008-06-11 17:00:00.000 +0200,27.82,0.44
2008-06-11 18:00:00.000 +0200,27.73,0.4
2008-06-11 19:00:00.000 +0200,24.91,0.58
2008-06-11 20:00:00.000 +0200,22.18,0.7
2008-06-11 21:00:00.000 +0200,20.00,0.77
2008-06-11 22:00:00.000 +0200,18.87,0.71
2008-06-11 23:00:00.000 +0200,18.44,0.72
2008-06-12 00:00:00.000 +0200,18.33,0.74
2008-06-12 01:00:00.000 +0200,17.58,0.83
2008-06-12 02:00:00.000 +0200,16.81,0.92
2008-06-12 03:00:00.000 +0200,16.60,0.87
2008-06-12 04:00:00.000 +0200,16.14,0.92
2008-06-12 05:00:00.000 +0200,16.13,0.91
2008-06-12 06:00:00.000 +0200,17.11,0.87
2008-06-12 07:00:00.000 +0200,18.68,0.79
2008-06-12 08:00:00.000 +0200,19.75,0.78
2008-06-12 09:00:00.000 +0200,22.01,0.69
2008-06-12 10:00:00.000 +0200,22.59,0.71
2008-06-12 11:00:00.000 +0200,24.44,0.6
2008-06-12 12:00:00.000 +0200,23.66,0.63
2008-06-12 13:00:00.000 +0200,23.77,0.58
2008-06-12 14:00:00.000 +0200,24.84,0.54
2008-06-12 15:00:00.000 +0200,24.84,0.54
2008-06-12 16:00:00.000 +0200,24.81,0.55
2008-06-12 17:00:00.000 +0200,23.78,0.55
2008-06-12 18:00:00.000 +0200,22.61,0.66
2008-06-12 19:00:00.000 +0200,21.04,0.68
2008-06-12 20:00:00.000 +0200,19.74,0.78
2008-06-12 21:00:00.000 +0200,17.82,0.84
2008-06-12 22:00:00.000 +0200,17.24,0.87
2008-06-12 23:00:00.000 +0200,17.19,0.91
2008-06-13 00:00:00.000 +0200,17.19,0.9
2008-06-13 01:00:00.000 +0200,17.17,0.92
2008-06-13 02:00:00.000 +0200,13.13,0.8
2008-06-13 03:00:00.000 +0200,16.64,0.92
2008-06-13 04:00:00.000 +0200,16.08,0.93
2008-06-13 05:00:00.000 +0200,16.09,0.94
2008-06-13 06:00:00.000 +0200,16.02,0.93
2008-06-13 07:00:00.000 +0200,17.01,0.93
2008-06-13 08:00:00.000 +0200,16.99,0.92
2008-06-13 09:00:00.000 +0200,17.01,0.93
2008-06-13 10:00:00.000 +0200,16.04,0.93
2008-06-13 11:00:00.000 +0200,17.13,0.88
2008-06-13 12:00:00.000 +0200,16.13,0.93
2008-06-13 13:00:00.000 +0200,16.18,0.93
2008-06-13 14:00:00.000 +0200,16.56,0.87
2008-06-13 15:00:00.000 +0200,17.93,0.83
2008-06-13 16:00:00.000 +0200,20.91,0.73
2008-06-13 17:00:00.000 +0200,19.05,0.76
2008-06-13 18:00:00.000 +0200,18.96,0.72
2008-06-13 19:00:00.000 +0200,17.87,0.76
2008-06-13 20:00:00.000 +0200,17.38,0.71
2008-06-13 21:00:00.000 +0200,16.06,0.71
2008-06-13 22:00:00.000 +0200,15.48,0.7
2008-06-13 23:00:00.000 +0200,14.51,0.71
2008-06-14 00:00:00.000 +0200,13.82,0.67
2008-06-14 01:00:00.000 +0200,13.29,0.72
2008-06-14 02:00:00.000 +0200,13.29,0.89
2008-06-14 03:00:00.000 +0200,11.76,0.79
2008-06-14 04:00:00.000 +0200,11.73,0.79
2008-06-14 05:00:00.000 +0200,12.72,0.75
2008-06-14 06:00:00.000 +0200,12.78,0.72
2008-06-14 07:00:00.000 +0200,12.80,0.72
2008-06-14 08:00:00.000 +0200,15.58,0.64
2008-06-14 09:00:00.000 +0200,16.04,0.62
2008-06-14 10:00:00.000 +0200,17.71,0.6
2008-06-14 11:00:00.000 +0200,19.29,0.58
2008-06-14 12:00:00.000 +0200,19.98,0.53
2008-06-14 13:00:00.000 +0200,19.98,0.56
2008-06-14 14:00:00.000 +0200,20.88,0.49
2008-06-14 15:00:00.000 +0200,22.04,0.49
2008-06-14 16:00:00.000 +0200,21.02,0.53
2008-06-14 17:00:00.000 +0200,19.89,0.57
2008-06-14 18:00:00.000 +0200,17.64,0.71
2008-06-14 19:00:00.000 +0200,16.07,0.79
2008-06-14 20:00:00.000 +0200,15.18,0.82
2008-06-14 21:00:00.000 +0200,13.86,0.9
2008-06-14 22:00:00.000 +0200,13.36,0.9
2008-06-14 23:00:00.000 +0200,13.02,0.91
2008-06-15 00:00:00.000 +0200,13.31,0.93
2008-06-15 01:00:00.000 +0200,13.29,0.96
2008-06-15 02:00:00.000 +0200,12.38,0.9
2008-06-15 03:00:00.000 +0200,12.71,0.93
2008-06-15 04:00:00.000 +0200,13.24,0.9
2008-06-15 05:00:00.000 +0200,12.71,0.93
2008-06-15 06:00:00.000 +0200,13.27,0.93
2008-06-15 07:00:00.000 +0200,13.82,0.9
2008-06-15 08:00:00.000 +0200,14.89,0.87
2008-06-15 09:00:00.000 +0200,15.99,0.81
2008-06-15 10:00:00.000 +0200,16.06,0.78
2008-06-15 11:00:00.000 +0200,17.73,0.65
2008-06-15 12:00:00.000 +0200,18.82,0.53
2008-06-15 13:00:00.000 +0200,18.74,0.62
2008-06-15 14:00:00.000 +0200,18.02,0.63
2008-06-15 15:00:00.000 +0200,17.82,0.6
2008-06-15 16:00:00.000 +0200,20.91,0.54
2008-06-15 17:00:00.000 +0200,19.78,0.54
2008-06-15 18:00:00.000 +0200,18.88,0.56
2008-06-15 19:00:00.000 +0200,18.84,0.56
2008-06-15 20:00:00.000 +0200,15.53,0.74
2008-06-15 21:00:00.000 +0200,12.93,0.89
2008-06-15 22:00:00.000 +0200,12.78,0.83
2008-06-15 23:00:00.000 +0200,11.89,0.9
2008-06-16 00:00:00.000 +0200,11.64,0.9
2008-06-16 01:00:00.000 +0200,11.62,0.9
2008-06-16 02:00:00.000 +0200,15.44,0.85
2008-06-16 03:00:00.000 +0200,10.99,0.93
2008-06-16 04:00:00.000 +0200,10.47,0.93
2008-06-16 05:00:00.000 +0200,9.62,0.94
2008-06-16 06:00:00.000 +0200,12.11,1
2008-06-16 07:00:00.000 +0200,13.92,0.9
2008-06-16 08:00:00.000 +0200,16.02,0.81
2008-06-16 09:00:00.000 +0200,18.79,0.62
2008-06-16 10:00:00.000 +0200,20.03,0.57
2008-06-16 11:00:00.000 +0200,21.04,0.49
2008-06-16 12:00:00.000 +0200,22.29,0.47
2008-06-16 13:00:00.000 +0200,22.22,0.53
2008-06-16 14:00:00.000 +0200,22.74,0.47
2008-06-16 15:00:00.000 +0200,22.80,0.44
2008-06-16 16:00:00.000 +0200,23.82,0.39
2008-06-16 17:00:00.000 +0200,22.74,0.47
2008-06-16 18:00:00.000 +0200,22.24,0.49
2008-06-16 19:00:00.000 +0200,22.24,0.55
2008-06-16 20:00:00.000 +0200,19.47,0.65
2008-06-16 21:00:00.000 +0200,17.84,0.7
2008-06-16 22:00:00.000 +0200,16.78,0.77
2008-06-16 23:00:00.000 +0200,17.45,0.77
2008-06-17 00:00:00.000 +0200,16.67,0.81
2008-06-17 01:00:00.000 +0200,16.64,0.81
2008-06-17 02:00:00.000 +0200,17.19,0.9
2008-06-17 03:00:00.000 +0200,15.99,0.84
2008-06-17 04:00:00.000 +0200,16.48,0.82
2008-06-17 05:00:00.000 +0200,15.54,0.88
2008-06-17 06:00:00.000 +0200,16.97,0.87
2008-06-17 07:00:00.000 +0200,18.67,0.79
2008-06-17 08:00:00.000 +0200,20.91,0.69
2008-06-17 09:00:00.000 +0200,22.69,0.62
2008-06-17 10:00:00.000 +0200,23.84,0.58
2008-06-17 11:00:00.000 +0200,25.57,0.49
2008-06-17 12:00:00.000 +0200,24.91,0.5
2008-06-17 13:00:00.000 +0200,25.94,0.45
2008-06-17 14:00:00.000 +0200,26.99,0.41
2008-06-17 15:00:00.000 +0200,27.08,0.42
2008-06-17 16:00:00.000 +0200,27.71,0.43
2008-06-17 17:00:00.000 +0200,27.55,0.43
2008-06-17 18:00:00.000 +0200,25.99,0.5
2008-06-17 19:00:00.000 +0200,24.91,0.55
2008-06-17 20:00:00.000 +0200,22.95,0.61
2008-06-17 21:00:00.000 +0200,22.57,0.63
2008-06-17 22:00:00.000 +0200,21.97,0.68
2008-06-17 23:00:00.000 +0200,19.77,0.77
2008-06-18 00:00:00.000 +0200,17.73,0.9
2008-06-18 01:00:00.000 +0200,17.69,0.9
2008-06-18 02:00:00.000 +0200,17.19,0.93
2008-06-18 03:00:00.000 +0200,15.58,0.93
2008-06-18 04:00:00.000 +0200,15.05,0.93
2008-06-18 05:00:00.000 +0200,15.40,0.96
2008-06-18 06:00:00.000 +0200,17.15,0.93
2008-06-18 07:00:00.000 +0200,18.70,0.93
2008-06-18 08:00:00.000 +0200,19.69,0.86
2008-06-18 09:00:00.000 +0200,21.98,0.74
2008-06-18 10:00:00.000 +0200,23.53,0.7
2008-06-18 11:00:00.000 +0200,23.66,0.6
2008-06-18 12:00:00.000 +0200,22.66,0.72
2008-06-18 13:00:00.000 +0200,23.72,0.63
2008-06-18 14:00:00.000 +0200,23.70,0.63
2008-06-18 15:00:00.000 +0200,23.69,0.63
2008-06-18 16:00:00.000 +0200,23.74,0.63
2008-06-18 17:00:00.000 +0200,22.56,0.68
2008-06-18 18:00:00.000 +0200,21.04,0.74
2008-06-18 19:00:00.000 +0200,19.01,0.89
2008-06-18 20:00:00.000 +0200,18.88,0.9
2008-06-18 21:00:00.000 +0200,17.80,0.96
2008-06-18 22:00:00.000 +0200,17.71,0.93
2008-06-18 23:00:00.000 +0200,17.63,0.93
2008-06-19 00:00:00.000 +0200,17.57,0.93
2008-06-19 01:00:00.000 +0200,17.50,0.93
2008-06-19 02:00:00.000 +0200,15.68,0.93
2008-06-19 03:00:00.000 +0200,15.46,0.93
2008-06-19 04:00:00.000 +0200,14.44,0.93
2008-06-19 05:00:00.000 +0200,14.25,0.93
2008-06-19 06:00:00.000 +0200,16.04,0.88
2008-06-19 07:00:00.000 +0200,17.67,0.85
2008-06-19 08:00:00.000 +0200,19.61,0.72
2008-06-19 09:00:00.000 +0200,21.07,0.68
2008-06-19 10:00:00.000 +0200,22.71,0.66
2008-06-19 11:00:00.000 +0200,23.61,0.59
2008-06-19 12:00:00.000 +0200,23.91,0.54
2008-06-19 13:00:00.000 +0200,24.98,0.51
2008-06-19 14:00:00.000 +0200,25.92,0.47
2008-06-19 15:00:00.000 +0200,27.11,0.41
2008-06-19 16:00:00.000 +0200,26.13,0.44
2008-06-19 17:00:00.000 +0200,27.03,0.41
2008-06-19 18:00:00.000 +0200,26.18,0.44
2008-06-19 19:00:00.000 +0200,25.07,0.5
2008-06-19 20:00:00.000 +0200,23.14,0.62
2008-06-19 21:00:00.000 +0200,20.07,0.77
2008-06-19 22:00:00.000 +0200,18.33,0.87
2008-06-19 23:00:00.000 +0200,17.93,0.89
2008-06-02 00:00:00.000 +0200,15.69,0.81
2008-06-02 01:00:00.000 +0200,13.99,0.86
2008-06-02 02:00:00.000 +0200,18.19,0.64
2008-06-02 03:00:00.000 +0200,14.39,0.77
2008-06-02 04:00:00.000 +0200,13.42,0.82
2008-06-02 05:00:00.000 +0200,14.14,0.79
2008-06-02 06:00:00.000 +0200,15.05,0.78
2008-06-02 07:00:00.000 +0200,15.14,0.77
2008-06-02 08:00:00.000 +0200,17.98,0.73
2008-06-02 09:00:00.000 +0200,20.02,0.67
2008-06-02 10:00:00.000 +0200,22.29,0.63
2008-06-02 11:00:00.000 +0200,25.02,0.54
2008-06-02 12:00:00.000 +0200,27.15,0.46
2008-06-02 13:00:00.000 +0200,27.29,0.4
2008-06-02 14:00:00.000 +0200,27.78,0.42
2008-06-02 15:00:00.000 +0200,27.94,0.39
2008-06-02 16:00:00.000 +0200,27.87,0.39
2008-06-02 17:00:00.000 +0200,27.39,0.42
2008-06-02 18:00:00.000 +0200,27.31,0.46
2008-06-02 19:00:00.000 +0200,26.20,0.49
2008-06-02 20:00:00.000 +0200,24.14,0.56
2008-06-02 21:00:00.000 +0200,22.08,0.64
2008-06-02 22:00:00.000 +0200,21.96,0.62
2008-06-02 23:00:00.000 +0200,20.49,0.65
2008-06-20 00:00:00.000 +0200,16.64,0.9
2008-06-20 01:00:00.000 +0200,16.62,0.9
2008-06-20 02:00:00.000 +0200,16.42,0.89
2008-06-20 03:00:00.000 +0200,14.98,0.93
2008-06-20 04:00:00.000 +0200,14.91,0.93
2008-06-20 05:00:00.000 +0200,14.81,0.92
2008-06-20 06:00:00.000 +0200,17.58,0.9
2008-06-20 07:00:00.000 +0200,20.89,0.8
2008-06-20 08:00:00.000 +0200,23.55,0.66
2008-06-20 09:00:00.000 +0200,25.97,0.51
2008-06-20 10:00:00.000 +0200,27.16,0.42
2008-06-20 11:00:00.000 +0200,28.48,0.38
2008-06-20 12:00:00.000 +0200,27.78,0.41
2008-06-20 13:00:00.000 +0200,29.88,0.37
2008-06-20 14:00:00.000 +0200,28.79,0.36
2008-06-20 15:00:00.000 +0200,29.93,0.37
2008-06-20 16:00:00.000 +0200,28.86,0.37
2008-06-20 17:00:00.000 +0200,29.84,0.35
2008-06-20 18:00:00.000 +0200,28.84,0.4
2008-06-20 19:00:00.000 +0200,26.18,0.53
2008-06-20 20:00:00.000 +0200,25.29,0.56
2008-06-20 21:00:00.000 +0200,21.25,0.78
2008-06-20 22:00:00.000 +0200,20.51,0.78
2008-06-20 23:00:00.000 +0200,19.48,0.78
2008-06-21 00:00:00.000 +0200,18.43,0.81
2008-06-21 01:00:00.000 +0200,17.73,0.84
2008-06-21 02:00:00.000 +0200,17.56,0.88
2008-06-21 03:00:00.000 +0200,16.21,0.87
2008-06-21 04:00:00.000 +0200,16.12,0.87
2008-06-21 05:00:00.000 +0200,15.98,0.86
2008-06-21 06:00:00.000 +0200,18.71,0.84
2008-06-21 07:00:00.000 +0200,21.98,0.69
2008-06-21 08:00:00.000 +0200,24.59,0.56
2008-06-21 09:00:00.000 +0200,27.02,0.48
2008-06-21 10:00:00.000 +0200,27.71,0.46
2008-06-21 11:00:00.000 +0200,28.68,0.38
2008-06-21 12:00:00.000 +0200,29.88,0.37
2008-06-21 13:00:00.000 +0200,29.91,0.36
2008-06-21 14:00:00.000 +0200,30.81,0.34
2008-06-21 15:00:00.000 +0200,29.97,0.35
2008-06-21 16:00:00.000 +0200,30.99,0.35
2008-06-21 17:00:00.000 +0200,30.83,0.35
2008-06-21 18:00:00.000 +0200,29.95,0.37
2008-06-21 19:00:00.000 +0200,28.91,0.4
2008-06-21 20:00:00.000 +0200,26.50,0.56
2008-06-21 21:00:00.000 +0200,22.27,0.73
2008-06-21 22:00:00.000 +0200,21.59,0.76
2008-06-21 23:00:00.000 +0200,20.27,0.81
2008-06-22 00:00:00.000 +0200,19.35,0.82
2008-06-22 01:00:00.000 +0200,18.36,0.87
2008-06-22 02:00:00.000 +0200,19.89,0.82
2008-06-22 03:00:00.000 +0200,17.22,0.9
2008-06-22 04:00:00.000 +0200,16.69,0.93
2008-06-22 05:00:00.000 +0200,16.49,0.91
2008-06-22 06:00:00.000 +0200,18.83,0.9
2008-06-22 07:00:00.000 +0200,22.60,0.74
2008-06-22 08:00:00.000 +0200,26.81,0.57
2008-06-22 09:00:00.000 +0200,27.78,0.53
2008-06-22 10:00:00.000 +0200,28.89,0.46
2008-06-22 11:00:00.000 +0200,29.92,0.38
2008-06-22 12:00:00.000 +0200,29.95,0.4
2008-06-22 13:00:00.000 +0200,31.11,0.34
2008-06-22 14:00:00.000 +0200,31.04,0.38
2008-06-22 15:00:00.000 +0200,32.20,0.34
2008-06-22 16:00:00.000 +0200,32.22,0.38
2008-06-22 17:00:00.000 +0200,32.10,0.37
2008-06-22 18:00:00.000 +0200,31.13,0.41
2008-06-22 19:00:00.000 +0200,30.04,0.46
2008-06-22 20:00:00.000 +0200,27.65,0.51
2008-06-22 21:00:00.000 +0200,25.03,0.62
2008-06-22 22:00:00.000 +0200,23.29,0.71
2008-06-22 23:00:00.000 +0200,21.89,0.75
2008-06-23 00:00:00.000 +0200,21.64,0.76
2008-06-23 01:00:00.000 +0200,20.51,0.78
2008-06-23 02:00:00.000 +0200,19.86,0.87
2008-06-23 03:00:00.000 +0200,19.38,0.79
2008-06-23 04:00:00.000 +0200,18.29,0.84
2008-06-23 05:00:00.000 +0200,17.19,0.88
2008-06-23 06:00:00.000 +0200,19.92,0.84
2008-06-23 07:00:00.000 +0200,22.14,0.73
2008-06-23 08:00:00.000 +0200,25.11,0.62
2008-06-23 09:00:00.000 +0200,27.78,0.53
2008-06-23 10:00:00.000 +0200,29.96,0.46
2008-06-23 11:00:00.000 +0200,31.01,0.45
2008-06-23 12:00:00.000 +0200,32.15,0.38
2008-06-23 13:00:00.000 +0200,32.78,0.35
2008-06-23 14:00:00.000 +0200,33.67,0.35
2008-06-23 15:00:00.000 +0200,33.82,0.35
2008-06-23 16:00:00.000 +0200,33.84,0.35
2008-06-23 17:00:00.000 +0200,33.79,0.29
2008-06-23 18:00:00.000 +0200,33.82,0.3
2008-06-23 19:00:00.000 +0200,32.22,0.38
2008-06-23 20:00:00.000 +0200,29.39,0.52
